BillNo,Billdate,NetAmount,Description,ConsigneeName,Transporter,Godown,TotReels,TotWeight,GAmount,VehicleNo,Distributor
EXP/2022-23/0134,29/05/2022,15285.32,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,28,26354,15285.32,MH46AF1138,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0135,29/05/2022,15712.2,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,27090,15712.2,MH46AF2299,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0136,29/05/2022,15294.6,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,26370,15294.6,MH46AR4403,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0137,29/05/2022,15627.52,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26944,15627.52,MH46AR8477,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0138,29/05/2022,14317.88,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26119,14317.88,MH46AR8277,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0139,29/05/2022,15583.44,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26868,15583.44,MH43BX4381,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0140,29/05/2022,15183.24,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,28,26178,15183.24,MH14JL2419,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0658,29/05/2022,130855,Local,PAACK IN INDIA - SE,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,4,3176,116718,MH20DT0407,SHRINIWAS ENTERPRISES
KPM/2022-23/0659,29/05/2022,325096,Local,PAACK IN INDIA - SE,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,8,7729,289974.75,MH20DT0407,SHRINIWAS ENTERPRISES
KPM/2022-23/0661,29/05/2022,483403,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,16,12073,431609.75,MH20DE1939,ALIGN COMPONENTS PVT. LTD.
EXP/2022-23/0141,30/05/2022,15535.3,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,28,26785,15535.3,MH43BX4922,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0142,30/05/2022,15441.34,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,28,26623,15441.34,MH43BX4295,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0662,30/05/2022,496826,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,19,11551,443594.25,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0663,30/05/2022,168676,Local,AURANGABAD PACKAGING INDUSTRIES-VP,PARTY TRANSPORT,PM3 GODOWN,9,4039,150452.75,MH16CC9808,VEDANT PACKER PVT. LTD.
KPM/2022-23/0664,30/05/2022,156733,Local,SHRIDHAR PACKAGING,PARTY TRANSPORT,PM3 GODOWN,8,3517,139800.75,MH17T6633,VEDANT PACKER PVT. LTD.
KPM/2022-23/0665,30/05/2022,220636,Local,VYANKATESH PACKERS,PARTY TRANSPORT,PM3 GODOWN,10,4920,196800,MH20EL6819,VEDANT PACKER PVT. LTD.
KPM/2022-23/0667,30/05/2022,80058,Local,SADGURU KRUPA PACKAGING,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,4,1831,71409,MH17AG2736,S PAPERS
KPM/2022-23/0668,30/05/2022,364079,Local,SADGURU KRUPA PACKAGING,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,18,8167,324745.5,MH17AG2736,S PAPERS
KPM/2022-23/0670,31/05/2022,223205,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,5,5460,199290,MH12HD7886,KRISHNA AGENCIES
KPM/2022-23/0671,31/05/2022,208856,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,5,5109,186478.5,MH12HD7886,KRISHNA AGENCIES
KPM/2022-23/0672,31/05/2022,72685,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,1778,64897,MH12HD7886,KRISHNA AGENCIES
KPM/2022-23/0673,31/05/2022,479686,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,12,11734,428291,MH20BT2012,KRISHNA AGENCIES
KPM/2022-23/0674,31/05/2022,217400,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,6,5318,194107,MH20BT2012,KRISHNA AGENCIES
KPM/2022-23/0675,31/05/2022,102989,Local,PAPER PACK INDUSTRIES,PARTY TRANSPORT,PM3 GODOWN,4,2311,91862.25,MH20W5200,VEDANT PACKER PVT. LTD.
KPM/2022-23/0676,31/05/2022,371676,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,9,8733,331854,MH46BU0158,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0677,31/05/2022,51782,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,3,1283,46188,MH48CB2088,TIRUPATI CORRUGATOR - D
KPM/2022-23/0678,31/05/2022,176980,Local,TIRUPATI CORRUGATOR - BPPL,SANKAT MOCHAN ROADLINES,PM2 GODOWN,8,4385,157860,MH48CB2088,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/0679,31/05/2022,205635,Local,SHRIMANT TRADERS,PARTY TRANSPORT,PM3 GODOWN,9,4991,183419.25,MH16CC8007,SUSHMA SALES CORPORATION
KPM/2022-23/0680,31/05/2022,203701,Local,PACOPACK,SANKAT MOCHAN ROADLINES,PM2 GODOWN,10,4763,181694,MH48CB2088,PACOPACK
KPM/2022-23/0681,31/05/2022,320099,Local,ACCU PACK INDUSTRIES - B.J.,SABOO TRANSPORT SERVICE,PM3 GODOWN,13,7190,285802.5,MH16CA0347,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0682,01/06/2022,293808,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,9,7255,263143.75,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/0683,01/06/2022,75843,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,2,1849,67716.75,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/0685,01/06/2022,466858,Local,IMPAKT PACKAGING ( NASHIK),NAFISA ROADLINES,PM3 GODOWN,24,10282,416421,MH20GC0107,VEDANT PACKER PVT. LTD.
KPM/2022-23/0686,01/06/2022,598436,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,14,14061,534318,MH43BG5666,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0687,01/06/2022,276765,Local,RAHUL PACKING,PARTY TRANSPORT,PM3 GODOWN,13,6256,247112,MH04JC2312,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0688,02/06/2022,114230,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,4,2738,100621.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0689,02/06/2022,234919,Local,Frigerio Conserva Allana Private Limited,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,8,5498,209748.7,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/0690,02/06/2022,148779,Local,Frigerio Conserva Allana Private Limited,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,5,3482,132838.3,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/0691,02/06/2022,667708,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,18,15189,588573.75,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0692,02/06/2022,509293,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,26,11605,454272,MH20DE1939,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/0693,02/06/2022,550041,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,27,12114,490617,MH06K6299,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/0694,02/06/2022,513405,Local,AVINASH PACKAGING - b.j.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,24,11605,458397.5,MH20DE1939,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0695,02/06/2022,404925,Local,MHETRE PACKAGING PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,18,8918,361179,MH17AG2736,MHETRE PACKAGING PVT. LTD.
KPM/2022-23/0696,02/06/2022,365027,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,12,9138,326683.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0697,03/06/2022,602869,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,16,14849,530851.75,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0698,03/06/2022,88364,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,3,2118,77836.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0699,03/06/2022,431741,Local,PAACK IN INDIA - SE,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,11,10268,385098,MH12HD7886,SHRINIWAS ENTERPRISES
KPM/2022-23/0700,03/06/2022,483475,Local,NEW PACKWELL INDUSTRIES - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,32,11577,431243.25,MH12DT4433,S PAPERS
KPM/2022-23/0702,03/06/2022,337039,Local,AKANKSHA PACKS - DR,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,11,7964,300627,MH06K6299,AKANKSHA PACKS - DR
KPM/2022-23/0703,03/06/2022,102780,Local,AKANKSHA PACKS - DR,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,3,2492,92021,MH06K6299,AKANKSHA PACKS - DR
KPM/2022-23/0704,03/06/2022,371289,Local,PACOPACK,SHREE SAI TRANSPORT,PM3 GODOWN,20,8583,331176.5,MH20DE6948,PACOPACK
KPM/2022-23/0705,03/06/2022,172996,Local,PACOPACK,SHREE SAI TRANSPORT,PM2 GODOWN,7,4080,159343,MH20DE6948,PACOPACK
KPM/2022-23/0706,03/06/2022,493106,Local,RAHUL PACKING,PARTY TRANSPORT,PM3 GODOWN,23,10609,440273.5,MH04GC2312,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0707,03/06/2022,45970,Local,BIYANI PACKAGING PRIVATE LIMITED,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,2,1139,41004,MH46BB8755,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/0708,03/06/2022,432914,Local,BIYANI PACKAGING PRIVATE LIMITED,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,9888,385968.5,MH46BB8755,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/0709,04/06/2022,553904,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,16,13643,487737.25,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0710,04/06/2022,140385,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,4,3365,123663.75,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0711,04/06/2022,175779,Local,AVADHOOT PAPER PRODUCTS PVT LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,4,4421,156945.5,MH20BT1154,AVADHOOT PAPER PRODUCTS PVT LTD.
KPM/2022-23/0712,04/06/2022,337781,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,9,8354,301590.5,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/0713,04/06/2022,425352,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,11,10698,379779,MH20BT1154,KRISHNA AGENCIES
KPM/2022-23/0715,04/06/2022,682246,Local,SHIVAM PACKAGING INDUSTRIES-BJ,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,32,16689,609148.5,MH20BT2012,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0716,04/06/2022,287112,Local,DBS Packaging Pvt Ltd-,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,10,6875,256093.75,MH20DE1939,VEDANT PACKER PVT. LTD.
KPM/2022-23/0717,04/06/2022,507456,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,12,12570,453085.5,MH20DT0407,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0718,04/06/2022,71990,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,2,1761,64276.5,MH20BT1154,KRISHNA AGENCIES
EXP/2022-23/0143,05/06/2022,14969.22,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,25809,14969.22,MH43BX4294,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0144,05/06/2022,15292.1,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,23,26058,15292.1,MH14JL3319,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0145,05/06/2022,15244.14,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26283,15244.14,MH43BX0270,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0146,05/06/2022,15039.4,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,25930,15039.4,MH14JL2419,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0147,05/06/2022,15474.4,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26680,15474.4,MH14GU8519,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0719,05/06/2022,239230,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,8,5621,213598,MH46BF0146,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0720,05/06/2022,139693,Local,DBS Packaging Pvt Ltd-,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,5,3345,124601.25,MH20DE1939,VEDANT PACKER PVT. LTD.
KPM/2022-23/0721,05/06/2022,116385,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,4,2868,103915,MH20DT0407,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0722,05/06/2022,177737,Local,PRESTIGE PAPER BOX INDUSTRIES-VP,PARTY TRANSPORT,PM3 GODOWN,10,4065,158535,MH20AT8949,VEDANT PACKER PVT. LTD.
KPM/2022-23/0723,05/06/2022,404693,Local,JALGAON INDUSTRIES,KHANDESH GOLDEN TRANSPORT,PM3 GODOWN,18,10027,360972,MH18BG8229,VEDANT PACKER PVT. LTD.
KPM/2022-23/0724,05/06/2022,534972,Local,SHREE SHYAM MANUFACTURE,PARYANI TRANSPORT AGENCY,PM3 GODOWN,120,17042,477176,KA565932,VEDANT PACKER PVT. LTD.
EXP/2022-23/0148,06/06/2022,15160.04,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26138,15160.04,MH43BX5028,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0149,06/06/2022,15473.82,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26679,15473.82,MH46AR4309,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0150,06/06/2022,15261.53,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,25867,15261.53,MH46AR4407,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0151,06/06/2022,15298.11,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,25,25929,15298.11,MH14JL6019,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0725,06/06/2022,457160,Local,AVADHOOT PAPER PRODUCTS PVT LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,21,11498,408179,MH04GF3300,AVADHOOT PAPER PRODUCTS PVT LTD.
KPM/2022-23/0726,06/06/2022,1129612,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,28,27823,994672.25,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0727,06/06/2022,212332,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,6,5303,189582.25,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0728,06/06/2022,184424,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,5,4606,164664.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0729,06/06/2022,176662,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM3 GODOWN,8,4015,157734.25,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0730,06/06/2022,63039,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM2 GODOWN,3,1511,56284.75,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0731,06/06/2022,487418,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,11,12259,435194.5,MH06K6299,KRISHNA AGENCIES
KPM/2022-23/0732,06/06/2022,371558,Local,SHIVAM PACKAGING INDUSTRIES-BJ,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,17,9089,331748.5,MH20BT2012,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0733,06/06/2022,313223,Local,SHIVAM PACKAGING INDUSTRIES-BJ,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,14,7662,279663,MH20BT2012,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0734,06/06/2022,560167,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,18,14043,500148.75,MH12HD7886,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0735,06/06/2022,48854,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,2,1171,43034.25,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0736,06/06/2022,309369,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,10,7269,276222,MH46BF8385,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0737,06/06/2022,53046,Local,TIRUPATI CORRUGATOR - BPPL,SANKAT MOCHAN ROADLINES,PM3 GODOWN,2,1313,47268,MH20GC2424,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/0738,06/06/2022,421978,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,24,10754,376390,MH20GC2424,TIRUPATI CORRUGATOR - D
KPM/2022-23/0739,06/06/2022,426681,Local,BIYANI PACKAGING PRIVATE LIMITED,SHIVAM TRANSPORT SERVICES,PM2 GODOWN,21,10863,380205,MH16CC5614,BIYANI PACKAGING PRIVATE LIMITED
EXP/2022-23/0152,07/06/2022,15246.46,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,21,26287,15246.46,MH43BX4952,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0740,07/06/2022,465430,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,12,11789,415562.25,MH20DE1939,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0741,07/06/2022,448729,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,13,10717,400650.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0742,07/06/2022,515214,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,18,13050,460012.5,MH16AE5789,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0743,07/06/2022,432788,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,10,10885,386417.5,MH20BT1154,KRISHNA AGENCIES
KPM/2022-23/0744,07/06/2022,129379,Local,AVADHOOT PAPER PRODUCTS PVT LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,4,3254,115517,MH20BT1154,AVADHOOT PAPER PRODUCTS PVT LTD.
KPM/2022-23/0745,07/06/2022,85365,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,2147,76218.5,MH20BT1154,KRISHNA AGENCIES
KPM/2022-23/0746,07/06/2022,74550,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,1875,66562.5,MH20BT1154,KRISHNA AGENCIES
KPM/2022-23/0747,07/06/2022,638800,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,17,15734,562490.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0748,07/06/2022,267725,Local,SUMEET PACKERS P LTD.-UNIT II,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,9,5760,239040,MH20CT6411,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0749,07/06/2022,252941,Local,SUMEET PACKERS P LTD.-UNIT II,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,9,5646,225840,MH20CT6411,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0750,07/06/2022,448916,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,14,10981,402114.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0751,07/06/2022,341181,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,10,8718,304625.5,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/0753,07/06/2022,571127,Local,MHETRE PACKAGING PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,22,12425,509425,MH04GF3300,MHETRE PACKAGING PVT. LTD.
EXP/2022-23/0153,08/06/2022,15180.34,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,23,26173,15180.34,MH43BX5027,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0154,08/06/2022,15325.92,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,26,26424,15325.92,MH43BX4380,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0754,08/06/2022,377327,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM2 GODOWN,12,8996,336899,MH46BF8386,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0755,08/06/2022,647285,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,20,15943,569962.25,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0756,08/06/2022,36427,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,1,885,32523.75,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0757,08/06/2022,824816,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,32,20892,736443,MH20DE2627,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0758,08/06/2022,42402,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,2,1059,37859.25,MH20DE2627,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0759,08/06/2022,370378,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,11,8787,330694.25,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/0760,08/06/2022,126799,Local,PNC PACKAGING PVT LTD,PARTY TRANSPORT,PM3 GODOWN,6,3016,113100,MH20EG8525,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/0761,08/06/2022,172161,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,4,4330,153715,MH20DT0407,KRISHNA AGENCIES
KPM/2022-23/0762,08/06/2022,244405,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,6,6147,218218.5,MH20DT0407,KRISHNA AGENCIES
KPM/2022-23/0763,08/06/2022,66359,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,1669,59249.5,MH20DT0407,KRISHNA AGENCIES
KPM/2022-23/0764,08/06/2022,244139,Local,SADGURU KRUPA PACKAGING,SABOO TRANSPORT SERVICE,PM3 GODOWN,14,5513,217763.5,MH12TV6299,S PAPERS
KPM/2022-23/0765,08/06/2022,120967,Local,S A COROPACK-SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,6,2936,107898,MH12TV6299,S PAPERS
KPM/2022-23/0766,08/06/2022,201862,Local,AVADHOOT PAPER PRODUCTS PVT LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,6,5077,180233.5,MH12HD7886,AVADHOOT PAPER PRODUCTS PVT LTD.
KPM/2022-23/0767,09/06/2022,239395,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,6,6021,213745.5,MH12HD7886,KRISHNA AGENCIES
KPM/2022-23/0768,09/06/2022,84042,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,2175,75037.5,MH12HD7886,KRISHNA AGENCIES
